page_id,Name,link,ID,Align,Eye,Hair,Sex,GSM,Alive,Appearance,First Appearance_old,YEAR,Citizenship,date,month,year,First Appearance
5336,Dubbilex (New Earth),https://dc.fandom.com/wiki/Dubbilex_(New_Earth),Public Identity,Good ,Green ,,Male ,,Living ,123,"1971, March",1971.0,,1971-03-01,03,1971,03/1971
9907,Gunner MacKay (New Earth),https://dc.fandom.com/wiki/Gunner_MacKay_(New_Earth),Public Identity,Good ,Blue ,Blond ,Male ,,Deceased ,123,"1959, May",1959.0,American,1959-05-01,05,1959,05/1959
2609,Antonia Monetti (New Earth),https://dc.fandom.com/wiki/Antonia_Monetti_(New_Earth),Secret Identity,Good ,Blue ,Black ,Female ,,Living ,122,"1996, October",1996.0,American,1996-10-01,10,1996,10/1996
1693,Jack Knight (New Earth),https://dc.fandom.com/wiki/Jack_Knight_(New_Earth),Public Identity,Good ,Black ,Black ,Male ,,Living ,122,"1994, September",1994.0,American,1994-09-01,09,1994,09/1994
9039,Skeets (New Earth),https://dc.fandom.com/wiki/Skeets_(New_Earth),Public Identity,Good ,,,Male ,,Living ,122,"1986, February",1986.0,,1986-02-01,02,1986,02/1986
1791,Nimue Inwudu (New Earth),https://dc.fandom.com/wiki/Nimue_Inwudu_(New_Earth),Public Identity,Good ,Green ,Black ,Female ,,Living ,121,"1978, February",1978.0,British,1978-02-01,02,1978,02/1978
12290,Khaji Da (New Earth),https://dc.fandom.com/wiki/Khaji_Da_(New_Earth),Secret Identity,Good ,,,,,Living ,121,"1964, June",1964.0,,1964-06-01,06,1964,06/1964
9908,Sarge Clay (New Earth),https://dc.fandom.com/wiki/Sarge_Clay_(New_Earth),Public Identity,Good ,Blue ,Strawberry Blond ,Male ,,Deceased ,121,"1959, May",1959.0,American,1959-05-01,05,1959,05/1959
11851,Elizabeth Lawrence (New Earth),https://dc.fandom.com/wiki/Elizabeth_Lawrence_(New_Earth),Secret Identity,,Blue ,Blond ,Female ,,Living ,120,"1942, December",1942.0,American,1942-12-01,12,1942,12/1942
14503,Pallas Athena (New Earth),https://dc.fandom.com/wiki/Pallas_Athena_(New_Earth),Public Identity,Neutral ,Grey ,Brown ,Female ,,Living ,118,"1958, May",1958.0,,1958-05-01,05,1958,05/1958
8335,Crispus Allen (New Earth),https://dc.fandom.com/wiki/Crispus_Allen_(New_Earth),Secret Identity,Good ,Brown ,,Male ,,Deceased ,116,"2000, March",2000.0,American,2000-03-01,03,2000,03/2000
1520,Evan McCulloch (New Earth),https://dc.fandom.com/wiki/Evan_McCulloch_(New_Earth),Secret Identity,Bad ,Brown ,Brown ,Male ,,Living ,116,"1989, February",1989.0,Scottish,1989-02-01,02,1989,02/1989
47920,Terrence Long (New Earth),https://dc.fandom.com/wiki/Terrence_Long_(New_Earth),Public Identity,Good ,Blue ,Red ,Male ,,Deceased ,116,"1981, June",1981.0,American,1981-06-01,06,1981,06/1981
2776,Strata (New Earth),https://dc.fandom.com/wiki/Strata_(New_Earth),Public Identity,Good ,White ,,Female ,,Living ,115,"1989, February",1989.0,,1989-02-01,02,1989,02/1989
1718,Granny Goodness (New Earth),https://dc.fandom.com/wiki/Granny_Goodness_(New_Earth),Public Identity,Bad ,Blue ,White ,Female ,,Deceased ,115,"1971, June",1971.0,Apokoliptian,1971-06-01,06,1971,06/1971
1841,Dolphin (New Earth),https://dc.fandom.com/wiki/Dolphin_(New_Earth),,Good ,Blue ,Silver ,Female ,,Deceased ,115,"1968, December",1968.0,Atlantean,1968-12-01,12,1968,12/1968
14510,Zeus (New Earth),https://dc.fandom.com/wiki/Zeus_(New_Earth),Public Identity,Neutral ,Blue ,White ,Male ,,Living ,115,"1941, December",1941.0,,1941-12-01,12,1941,12/1941
10139,Holly Robinson (New Earth),https://dc.fandom.com/wiki/Holly_Robinson_(New_Earth),Secret Identity,Good ,Blue ,Red ,Female ,Homosexual ,Living ,114,"1987, February",1987.0,American,1987-02-01,02,1987,02/1987
38844,Martha Kane (New Earth),https://dc.fandom.com/wiki/Martha_Kane_(New_Earth),Public Identity,Good ,Blue ,Black ,Female ,,Deceased ,113,"1987, February",1987.0,American,1987-02-01,02,1987,02/1987
1845,Jason Woodrue (New Earth),https://dc.fandom.com/wiki/Jason_Woodrue_(New_Earth),Public Identity,Bad ,Red ,Green ,Male ,,Living ,113,"1962, July",1962.0,,1962-07-01,07,1962,07/1962
16382,John Sargent (New Earth),https://dc.fandom.com/wiki/John_Sargent_(New_Earth),Secret Identity,Good ,Brown ,Brown ,Male ,,Deceased ,113,"1941, May",1941.0,American,1941-05-01,05,1941,05/1941
8107,Dian Belmont (New Earth),https://dc.fandom.com/wiki/Dian_Belmont_(New_Earth),Public Identity,Good ,Hazel ,Brown ,Female ,,Deceased ,113,"1940, February",1940.0,American,1940-02-01,02,1940,02/1940
6748,Edward Bloomberg (New Earth),https://dc.fandom.com/wiki/Edward_Bloomberg_(New_Earth),Secret Identity,Good ,Yellow ,Grey ,Male ,,Deceased ,111,"1984, June",1984.0,American,1984-06-01,06,1984,06/1984
13644,Leslie Thompkins (New Earth),https://dc.fandom.com/wiki/Leslie_Thompkins_(New_Earth),Public Identity,Good ,Blue ,White ,Female ,,Living ,111,"1976, March",1976.0,American,1976-03-01,03,1976,03/1976
6408,Tara Markov (Team Titans),https://dc.fandom.com/wiki/Tara_Markov_(Team_Titans),Secret Identity,Good ,Blue ,Blond ,Female ,,Deceased ,110,1991,1991.0,Markovian,1991-01-01,01,1991,01/1991
4837,Dmitri Pushkin (New Earth),https://dc.fandom.com/wiki/Dmitri_Pushkin_(New_Earth),Secret Identity,Good ,Brown ,Brown ,Male ,,Deceased ,110,"1987, February",1987.0,Soviet · Russian · Ukrainian,1987-02-01,02,1987,02/1987
2762,June Moone (New Earth),https://dc.fandom.com/wiki/June_Moone_(New_Earth),Secret Identity,Good ,Green ,Black ,Female ,,Living ,110,"1966, April",1966.0,American,1966-04-01,04,1966,04/1966
1610,Mia Dearden (New Earth),https://dc.fandom.com/wiki/Mia_Dearden_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Female ,,Living ,109,"2001, May",2001.0,American,2001-05-01,05,2001,05/2001
14454,Krypto (New Earth),https://dc.fandom.com/wiki/Krypto_(New_Earth),Secret Identity,Good ,Blue ,White ,Male ,,Living ,109,"1955, March",1955.0,,1955-03-01,03,1955,03/1955
7230,Ohiyesa I (New Earth),https://dc.fandom.com/wiki/Ohiyesa_I_(New_Earth),Public Identity,Good ,Black ,Black ,Male ,,Living ,109,"1949, September",1949.0,American Sioux,1949-09-01,09,1949,09/1949
1792,Donald Richards (New Earth),https://dc.fandom.com/wiki/Donald_Richards_(New_Earth),Secret Identity,Good ,Brown ,Brown ,Male ,,Deceased ,109,"1942, March",1942.0,American,1942-03-01,03,1942,03/1942
1880,Zauriel (New Earth),https://dc.fandom.com/wiki/Zauriel_(New_Earth),Public Identity,Good ,Red ,White ,Male ,,Living ,108,"1997, June",1997.0,,1997-06-01,06,1997,06/1997
2624,Leonid Kovar (New Earth),https://dc.fandom.com/wiki/Leonid_Kovar_(New_Earth),Secret Identity,Good ,Green ,Blond ,Male ,,Living ,108,"1968, December",1968.0,Soviet · Russian,1968-12-01,12,1968,12/1968
1648,Thomas Blake (New Earth),https://dc.fandom.com/wiki/Thomas_Blake_(New_Earth),Secret Identity,Neutral ,Blue ,Blond ,Male ,,Living ,108,"1963, January",1963.0,American,1963-01-01,01,1963,01/1963
2702,Emily Briggs (New Earth),https://dc.fandom.com/wiki/Emily_Briggs_(New_Earth),Public Identity,Good ,Blue ,Red ,Female ,,Living ,107,"1985, September",1985.0,American,1985-09-01,09,1985,09/1985
2623,Lilith Clay (New Earth),https://dc.fandom.com/wiki/Lilith_Clay_(New_Earth),Secret Identity,Good ,Green ,Strawberry Blond ,Female ,,Deceased ,107,"1970, February",1970.0,American,1970-02-01,02,1970,02/1970
40081,Thomas Tresser (New Earth),https://dc.fandom.com/wiki/Thomas_Tresser_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Male ,,Living ,106,"1980, September",1980.0,American,1980-09-01,09,1980,09/1980
45837,Hans von Hammer (New Earth),https://dc.fandom.com/wiki/Hans_von_Hammer_(New_Earth),Public Identity,Good ,Blue ,Red ,Male ,,Living ,106,"1965, February",1965.0,German,1965-02-01,02,1965,02/1965
8530,William Polk (New Earth),https://dc.fandom.com/wiki/William_Polk_(New_Earth),Secret Identity,Good ,Blue ,Brown ,Male ,,Living ,106,"1948, February",1948.0,American,1948-02-01,02,1948,02/1948
1914,Lyla Michaels (New Earth),https://dc.fandom.com/wiki/Lyla_Michaels_(New_Earth),Public Identity,Good ,Green ,Blond ,Female ,,Deceased ,105,"1982, July",1982.0,,1982-07-01,07,1982,07/1982
14345,Bruce Gordon (New Earth),https://dc.fandom.com/wiki/Bruce_Gordon_(New_Earth),Public Identity,Good ,,Brown ,Male ,,Living ,105,"1963, July",1963.0,American,1963-07-01,07,1963,07/1963
341732,Sugar Plumm (New Earth),https://dc.fandom.com/wiki/Sugar_Plumm_(New_Earth),,Good ,,Blond ,Female ,,Living ,105,"1956, May",1956.0,American,1956-05-01,05,1956,05/1956
1470,Jervis Tetch (New Earth),https://dc.fandom.com/wiki/Jervis_Tetch_(New_Earth),Secret Identity,Bad ,Blue ,Red ,Male ,,Living ,105,"1948, October",1948.0,American,1948-10-01,10,1948,10/1948
80244,Enya Wazzo (New Earth),https://dc.fandom.com/wiki/Enya_Wazzo_(New_Earth),Secret Identity,Good ,Blue ,Black ,Female ,,Living ,104,"1989, November",1989.0,United Planets Citizen,1989-11-01,11,1989,11/1989
1924,Werner Vertigo (New Earth),https://dc.fandom.com/wiki/Werner_Vertigo_(New_Earth),Secret Identity,Neutral ,Blue ,Blond ,Male ,,Living ,104,"1978, July",1978.0,Vlatavan,1978-07-01,07,1978,07/1978
112409,Sapphire Stagg (New Earth),https://dc.fandom.com/wiki/Sapphire_Stagg_(New_Earth),,Neutral ,Blue ,Blond ,Female ,,Living ,104,"1965, January",1965.0,American,1965-01-01,01,1965,01/1965
18697,Zinda Blake (New Earth),https://dc.fandom.com/wiki/Zinda_Blake_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Female ,,Living ,104,"1959, February",1959.0,American,1959-02-01,02,1959,02/1959
341733,Cecil Wilson (New Earth),https://dc.fandom.com/wiki/Cecil_Wilson_(New_Earth),,Good ,,Red ,Male ,,Living ,104,"1956, May",1956.0,American,1956-05-01,05,1956,05/1956
14501,Aphrodite (New Earth),https://dc.fandom.com/wiki/Aphrodite_(New_Earth),Public Identity,Neutral ,Blue ,Blond ,Female ,,Living ,104,"1941, December",1941.0,,1941-12-01,12,1941,12/1941
12204,Sarah Essen (New Earth),https://dc.fandom.com/wiki/Sarah_Essen_(New_Earth),Public Identity,Good ,Blue ,Blond ,Female ,,Deceased ,103,"1987, March",1987.0,American,1987-03-01,03,1987,03/1987
1643,Jade Nguyen (New Earth),https://dc.fandom.com/wiki/Jade_Nguyen_(New_Earth),Secret Identity,Bad ,Green ,Black ,Female ,,Living ,103,"1983, August",1983.0,Vietnamese,1983-08-01,08,1983,08/1983
2645,Rip Hunter (New Earth),https://dc.fandom.com/wiki/Rip_Hunter_(New_Earth),Secret Identity,,Blue ,Blond ,Male ,,Living ,103,"1959, June",1959.0,American,1959-06-01,06,1959,06/1959
11879,Wing How (New Earth),https://dc.fandom.com/wiki/Wing_How_(New_Earth),Secret Identity,Good ,Brown ,Black ,Male ,,Living ,103,"1938, October",1938.0,Chinese,1938-10-01,10,1938,10/1938
14753,Jack Drake (New Earth),https://dc.fandom.com/wiki/Jack_Drake_(New_Earth),,Good ,Black ,Brown ,Male ,,Deceased ,102,"1989, August",1989.0,American,1989-08-01,08,1989,08/1989
15618,Vril Dox I (New Earth),https://dc.fandom.com/wiki/Vril_Dox_I_(New_Earth),Secret Identity,Bad ,Green ,,Male ,,Living ,102,"1988, March",1988.0,,1988-03-01,03,1988,03/1988
144550,Adolf Hitler (New Earth),https://dc.fandom.com/wiki/Adolf_Hitler_(New_Earth),Public Identity,Bad ,Brown ,Brown ,Male ,,Deceased ,101,"1942, March",1942.0,Austrian · German,1942-03-01,03,1942,03/1942
1614,Grace Choi (New Earth),https://dc.fandom.com/wiki/Grace_Choi_(New_Earth),Secret Identity,Good ,Brown ,Red ,Female ,Bisexual ,Living ,100,"2003, August",2003.0,American Amazon,2003-08-01,08,2003,08/2003
10481,Lawrence Jordan (New Earth),https://dc.fandom.com/wiki/Lawrence_Jordan_(New_Earth),Secret Identity,,Brown ,Brown ,Male ,,Deceased ,100,"1942, February",1942.0,American,1942-02-01,02,1942,02/1942
1869,Natasha Irons (New Earth),https://dc.fandom.com/wiki/Natasha_Irons_(New_Earth),Public Identity,Good ,Brown ,Black ,Female ,,Living ,99,"1994, February",1994.0,American,1994-02-01,02,1994,02/1994
1797,Katherine Spencer (New Earth),https://dc.fandom.com/wiki/Katherine_Spencer_(New_Earth),Secret Identity,Good ,Blue ,Black ,Female ,,Living ,98,"2004, October",2004.0,American,2004-10-01,10,2004,10/2004
2780,Stealth (New Earth),https://dc.fandom.com/wiki/Stealth_(New_Earth),Secret Identity,Good ,Pink ,White ,Female ,,Deceased ,98,"1989, February",1989.0,,1989-02-01,02,1989,02/1989
4170,Lorraine Reilly (New Earth),https://dc.fandom.com/wiki/Lorraine_Reilly_(New_Earth),Secret Identity,Good ,Blue ,Red ,Female ,,Living ,98,"1982, June",1982.0,American,1982-06-01,06,1982,06/1982
1623,Noah Kuttler (New Earth),https://dc.fandom.com/wiki/Noah_Kuttler_(New_Earth),Public Identity,Bad ,Green ,Brown ,Male ,,Living ,98,"1976, September",1976.0,American,1976-09-01,09,1976,09/1976
1903,Despero (New Earth),https://dc.fandom.com/wiki/Despero_(New_Earth),Public Identity,Bad ,Yellow ,,Male ,,Living ,98,"1960, November",1960.0,,1960-11-01,11,1960,11/1960
69043,Jan Haasan (New Earth),https://dc.fandom.com/wiki/Jan_Haasan_(New_Earth),Public Identity,Good ,,Blond ,Male ,,Living ,98,"1942, June",1942.0,Dutch,1942-06-01,06,1942,06/1942
16693,Tef\u00e9 Holland (New Earth),https://dc.fandom.com/wiki/Tef%C3%A9_Holland_(New_Earth),,Bad ,Blue ,White ,Female ,Bisexual ,Living ,97,"1989, December",1989.0,American,1989-12-01,12,1989,12/1989
2085,Hippolyta Trevor (New Earth),https://dc.fandom.com/wiki/Hippolyta_Trevor_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Female ,,Deceased ,97,"1983, February",1983.0,American,1983-02-01,02,1983,02/1983
1851,Jeffrey Franklin Burr (New Earth),https://dc.fandom.com/wiki/Jeffrey_Franklin_Burr_(New_Earth),Secret Identity,Bad ,Black ,,Male ,,Deceased ,97,"1976, March",1976.0,,1976-03-01,03,1976,03/1976
16836,Bizarro (New Earth),https://dc.fandom.com/wiki/Bizarro_(New_Earth),Public Identity,Neutral ,Black ,Black ,Male ,,Living ,96,"2000, September",2000.0,,2000-09-01,09,2000,09/2000
1850,Henry Henshaw (New Earth),https://dc.fandom.com/wiki/Henry_Henshaw_(New_Earth),Secret Identity,Bad ,Blue ,Black ,Male ,,Living ,96,"1990, May",1990.0,American,1990-05-01,05,1990,05/1990
27613,Charles Dickles (New Earth),https://dc.fandom.com/wiki/Charles_Dickles_(New_Earth),Public Identity,Good ,,,Male ,,Living ,96,"1941, June",1941.0,American,1941-06-01,06,1941,06/1941
14777,Maxine Hunkel (New Earth),https://dc.fandom.com/wiki/Maxine_Hunkel_(New_Earth),Secret Identity,Good ,Green ,Red ,Female ,,Living ,95,"2007, February",2007.0,American,2007-02-01,02,2007,02/2007
1977,Dream (New Earth),https://dc.fandom.com/wiki/Dream_(New_Earth),Secret Identity,Neutral ,Black ,Black ,Male ,,Deceased ,95,"1989, January",1989.0,,1989-01-01,01,1989,01/1989
1847,Wade Eiling (New Earth),https://dc.fandom.com/wiki/Wade_Eiling_(New_Earth),Public Identity,Bad ,Red ,Brown ,Male ,,Living ,95,"1987, March",1987.0,American,1987-03-01,03,1987,03/1987
1967,Black Manta (New Earth),https://dc.fandom.com/wiki/Black_Manta_(New_Earth),Secret Identity,Bad ,Brown ,Black ,Male ,,Living ,95,"1967, October",1967.0,American,1967-10-01,10,1967,10/1967
1921,Felix Faust (New Earth),https://dc.fandom.com/wiki/Felix_Faust_(New_Earth),Secret Identity,Bad ,Brown ,Black ,Male ,,Living ,95,"1962, March",1962.0,,1962-03-01,03,1962,03/1962
11733,Virgil Hawkins (Dakotaverse),https://dc.fandom.com/wiki/Virgil_Hawkins_(Dakotaverse),Secret Identity,Good ,Brown ,Black ,Male ,,Living ,94,"1993, June",1993.0,American,1993-06-01,06,1993,06/1993
1713,James Harper (New Earth),https://dc.fandom.com/wiki/James_Harper_(New_Earth),Public Identity,Good ,Blue ,Brown ,Male ,,Deceased ,94,"1942, April",1942.0,American,1942-04-01,04,1942,04/1942
11164,Soranik Natu (New Earth),https://dc.fandom.com/wiki/Soranik_Natu_(New_Earth),Public Identity,Good ,Purple ,Black ,Female ,,Living ,93,"2005, November",2005.0,,2005-11-01,11,2005,11/2005
1618,Anissa Pierce (New Earth),https://dc.fandom.com/wiki/Anissa_Pierce_(New_Earth),Secret Identity,Good ,Brown ,Black ,Female ,Homosexual ,Living ,92,"2003, August",2003.0,American,2003-08-01,08,2003,08/2003
1673,Roman Sionis (New Earth),https://dc.fandom.com/wiki/Roman_Sionis_(New_Earth),Public Identity,Bad ,Black ,,Male ,,Deceased ,92,"1985, August",1985.0,American,1985-08-01,08,1985,08/1985
39459,"Henry King, Jr. (New Earth)","https://dc.fandom.com/wiki/Henry_King,_Jr._(New_Earth)",Public Identity,Good ,Blue ,Strawberry Blond ,Male ,,Living ,92,"1983, August",1983.0,American,1983-08-01,08,1983,08/1983
1902,Orm Marius (New Earth),https://dc.fandom.com/wiki/Orm_Marius_(New_Earth),Secret Identity,Bad ,Brown ,Brown ,Male ,,Living ,92,"1966, October",1966.0,,1966-10-01,10,1966,10/1966
1527,Citizen Abra (New Earth),https://dc.fandom.com/wiki/Citizen_Abra_(New_Earth),Secret Identity,Bad ,Blue ,Black ,Male ,,Living ,92,"1962, May",1962.0,,1962-05-01,05,1962,05/1962
1826,Abin Sur (New Earth),https://dc.fandom.com/wiki/Abin_Sur_(New_Earth),Public Identity,Good ,Blue ,,Male ,,Deceased ,92,"1959, October",1959.0,,1959-10-01,10,1959,10/1959
16274,Merlin (New Earth),https://dc.fandom.com/wiki/Merlin_(New_Earth),Secret Identity,Neutral ,Black ,White ,Male ,,Living ,92,"1936, February",1936.0,,1936-02-01,02,1936,02/1936
1691,William Payton (New Earth),https://dc.fandom.com/wiki/William_Payton_(New_Earth),Secret Identity,Good ,Brown ,Brown ,Male ,,Deceased ,91,"1988, October",1988.0,American,1988-10-01,10,1988,10/1988
2742,Danette Reilly (New Earth),https://dc.fandom.com/wiki/Danette_Reilly_(New_Earth),Secret Identity,Good ,Blue ,Red ,Female ,,Living ,91,"1981, August",1981.0,American,1981-08-01,08,1981,08/1981
18276,Jonathan Tane (New Earth),https://dc.fandom.com/wiki/Jonathan_Tane_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Male ,,Deceased ,91,"1948, August",1948.0,,1948-08-01,08,1948,08/1948
17519,Ronald Troupe (New Earth),https://dc.fandom.com/wiki/Ronald_Troupe_(New_Earth),Public Identity,Good ,Brown ,Black ,Male ,,Living ,90,"1991, July",1991.0,American,1991-07-01,07,1991,07/1991
10235,William Storm (New Earth),https://dc.fandom.com/wiki/William_Storm_(New_Earth),Public Identity,Good ,Brown ,Brown ,Male ,,Deceased ,90,"1964, June",1964.0,American,1964-06-01,06,1964,06/1964
14508,Hermes (New Earth),https://dc.fandom.com/wiki/Hermes_(New_Earth),Public Identity,Neutral ,Blue ,Blond ,Male ,,Living ,90,"1959, April",1959.0,,1959-04-01,04,1959,04/1959
1876,Timothy Hunter (New Earth),https://dc.fandom.com/wiki/Timothy_Hunter_(New_Earth),Public Identity,Good ,Black ,Black ,Male ,,Living ,89,"1990, December",1990.0,British,1990-12-01,12,1990,12/1990
69502,Taghurrhu (New Earth),https://dc.fandom.com/wiki/Taghurrhu_(New_Earth),Public Identity,Good ,Green ,Orange ,Male ,,Living ,89,"1981, June",1981.0,,1981-06-01,06,1981,06/1981
1503,Sandra Wu-San (New Earth),https://dc.fandom.com/wiki/Sandra_Wu-San_(New_Earth),Secret Identity,Neutral ,Brown ,Black ,Female ,,Living ,89,"1976, January",1976.0,Chinese,1976-01-01,01,1976,01/1976
1399,Eobard Thawne (New Earth),https://dc.fandom.com/wiki/Eobard_Thawne_(New_Earth),Secret Identity,Bad ,Blue ,Strawberry Blond ,Male ,,Deceased ,89,"1963, September",1963.0,American,1963-09-01,09,1963,09/1963
4858,William Zard (New Earth),https://dc.fandom.com/wiki/William_Zard_(New_Earth),Public Identity,Bad ,Blue ,Black ,Male ,,Living ,89,"1947, April",1947.0,American,1947-04-01,04,1947,04/1947
17524,Arnold Wesker (New Earth),https://dc.fandom.com/wiki/Arnold_Wesker_(New_Earth),Public Identity,Bad ,Blue ,White ,Male ,,Deceased ,88,"1988, February",1988.0,American,1988-02-01,02,1988,02/1988
177671,Philippus (New Earth),https://dc.fandom.com/wiki/Philippus_(New_Earth),Public Identity,Good ,Brown ,Black ,Female ,,Living ,88,"1987, February",1987.0,Amazon,1987-02-01,02,1987,02/1987
1938,David Clinton (New Earth),https://dc.fandom.com/wiki/David_Clinton_(New_Earth),Secret Identity,,Blue ,Black ,Male ,,Living ,88,"1962, November",1962.0,American,1962-11-01,11,1962,11/1962
2604,Bobo T. Chimpanzee (New Earth),https://dc.fandom.com/wiki/Bobo_T._Chimpanzee_(New_Earth),,,Black ,Black ,Male ,,Living ,88,"1952, August",1952.0,,1952-08-01,08,1952,08/1952
2620,Miriam Delgado (Team Titans),https://dc.fandom.com/wiki/Miriam_Delgado_(Team_Titans),Secret Identity,Good ,Black ,Black ,Female ,,Living ,87,1991,1991.0,Brazilian,1991-01-01,01,1991,01/1991
15333,Mister Bones (New Earth),https://dc.fandom.com/wiki/Mister_Bones_(New_Earth),Secret Identity,Neutral ,,,Male ,,Living ,87,"1985, July",1985.0,American,1985-07-01,07,1985,07/1985
1689,Mikaal Tomas (New Earth),https://dc.fandom.com/wiki/Mikaal_Tomas_(New_Earth),Secret Identity,Good ,Blue ,Purple ,Male ,Homosexual ,Living ,87,"1976, March",1976.0,,1976-03-01,03,1976,03/1976
1489,Peter Ross (New Earth),https://dc.fandom.com/wiki/Peter_Ross_(New_Earth),Public Identity,Good ,Blue ,Blond ,Male ,,Living ,87,"1961, January",1961.0,American,1961-01-01,01,1961,01/1961
1683,Matthew Tyler (New Earth),https://dc.fandom.com/wiki/Matthew_Tyler_(New_Earth),Public Identity,Good ,White ,,Male ,,Deceased ,86,"1997, November",1997.0,,1997-11-01,11,1997,11/1997
39182,Suzanne King-Jones (New Earth),https://dc.fandom.com/wiki/Suzanne_King-Jones_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Female ,,Living ,86,"1997, August",1997.0,,1997-08-01,08,1997,08/1997
174719,Rosabelle Mendez (New Earth),https://dc.fandom.com/wiki/Rosabelle_Mendez_(New_Earth),Secret Identity,Good ,Red ,,,,Deceased ,86,"1991, February",1991.0,American,1991-02-01,02,1991,02/1991
22096,Sardath (New Earth),https://dc.fandom.com/wiki/Sardath_(New_Earth),Public Identity,Good ,Blue ,,Male ,,Living ,86,"1958, December",1958.0,,1958-12-01,12,1958,12/1958
14511,Herakles (New Earth),https://dc.fandom.com/wiki/Herakles_(New_Earth),Public Identity,,Brown ,Brown ,Male ,,Living ,86,"1941, December",1941.0,,1941-12-01,12,1941,12/1941
16376,Harold Thompson (New Earth),https://dc.fandom.com/wiki/Harold_Thompson_(New_Earth),Secret Identity,,Blue ,Blond ,Male ,,Living ,86,"1938, June",1938.0,American,1938-06-01,06,1938,06/1938
1895,Shayera Thal (New Earth),https://dc.fandom.com/wiki/Shayera_Thal_(New_Earth),Secret Identity,Good ,Blue ,Red ,Female ,,Deceased ,85,"1989, August",1989.0,,1989-08-01,08,1989,08/1989
56388,Mallah (New Earth),https://dc.fandom.com/wiki/Mallah_(New_Earth),Secret Identity,Bad ,Brown ,Brown ,Male ,Homosexual ,Deceased ,85,"1964, March",1964.0,French,1964-03-01,03,1964,03/1964
2718,Congorilla (New Earth),https://dc.fandom.com/wiki/Congorilla_(New_Earth),Public Identity,Good ,Blue ,Gold ,Male ,,Living ,85,"1959, January",1959.0,,1959-01-01,01,1959,01/1959
14118,Thomas Elliot (New Earth),https://dc.fandom.com/wiki/Thomas_Elliot_(New_Earth),Secret Identity,Bad ,Blue ,Red ,Male ,,Living ,84,"2003, January",2003.0,American,2003-01-01,01,2003,01/2003
1598,Greta Hayes (New Earth),https://dc.fandom.com/wiki/Greta_Hayes_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Female ,,Living ,84,"1998, June",1998.0,,1998-06-01,06,1998,06/1998
1906,Parallax (New Earth),https://dc.fandom.com/wiki/Parallax_(New_Earth),Secret Identity,Bad ,,,,,Living ,84,"1994, March",1994.0,,1994-03-01,03,1994,03/1994
153779,Julia Deneiros (New Earth),https://dc.fandom.com/wiki/Julia_Deneiros_(New_Earth),Public Identity,Good ,Blue ,Grey ,Female ,,Living ,84,"1987, April",1987.0,Greek · American,1987-04-01,04,1987,04/1987
143236,Etta Candy (New Earth),https://dc.fandom.com/wiki/Etta_Candy_(New_Earth),Public Identity,Good ,Green ,Brown ,Female ,,Living ,84,"1942, February",1942.0,American,1942-02-01,02,1942,02/1942
11872,Jonathan Law (New Earth),https://dc.fandom.com/wiki/Jonathan_Law_(New_Earth),Secret Identity,,Blue ,Blond ,Male ,,Deceased ,84,"1941, October",1941.0,American,1941-10-01,10,1941,10/1941
18466,Thomas Bronson (New Earth),https://dc.fandom.com/wiki/Thomas_Bronson_(New_Earth),Secret Identity,Good ,Blue ,Black ,Male ,,Living ,83,"2007, February",2007.0,American,2007-02-01,02,2007,02/2007
24160,Norda Cantrell (New Earth),https://dc.fandom.com/wiki/Norda_Cantrell_(New_Earth),Secret Identity,,White ,Brown ,Male ,,Living ,83,"1983, September",1983.0,Feitheran,1983-09-01,09,1983,09/1983
2610,Karen Beecher (New Earth),https://dc.fandom.com/wiki/Karen_Beecher_(New_Earth),Secret Identity,Good ,Brown ,Black ,Female ,,Living ,83,"1976, December",1976.0,American,1976-12-01,12,1976,12/1976
19791,Ellen Frazier (New Earth),https://dc.fandom.com/wiki/Ellen_Frazier_(New_Earth),Public Identity,Good ,Green ,Red ,Female ,,Living ,83,"1965, September",1965.0,American,1965-09-01,09,1965,09/1965
90828,Simon Stagg (New Earth),https://dc.fandom.com/wiki/Simon_Stagg_(New_Earth),Public Identity,Bad ,Blue ,White ,Male ,,Living ,83,"1965, January",1965.0,American,1965-01-01,01,1965,01/1965
35885,"Rex, the Wonder Dog (New Earth)","https://dc.fandom.com/wiki/Rex,_the_Wonder_Dog_(New_Earth)",Public Identity,Good ,Blue ,White ,Male ,,Living ,83,"1952, February",1952.0,American,1952-02-01,02,1952,02/1952
11169,Isamot Kol (New Earth),https://dc.fandom.com/wiki/Isamot_Kol_(New_Earth),Secret Identity,Good ,Yellow ,,Male ,,Living ,82,"2005, November",2005.0,,2005-11-01,11,2005,11/2005
7581,Thomas Monaghan (New Earth),https://dc.fandom.com/wiki/Thomas_Monaghan_(New_Earth),Public Identity,Good ,Black ,Black ,Male ,,Deceased ,82,1993,1993.0,American,1993-01-01,01,1993,01/1993
